question_id,question_type,source_types,expected_doc_ids,rrf_pool_size,rerank_returned,rerank_seconds,hit@10,rank@10,hit@20,rank@20,hit@30,rank@30,hit@40,rank@40,hit@50,rank@50,hit@60,rank@60,hit@70,rank@70,hit@80,rank@80,hit@90,rank@90,hit@100,rank@100,hit@120,rank@120,hit@150,rank@150,hit@180,rank@180,hit@200,rank@200,hit@500,rank@500,hit@750,rank@750,hit@1000,rank@1000
qst_0119,basic,linear,dsid_1d6c84263b40491988b1e7e98ccf4559,2000,2000,3.406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0120,basic,hubspot,dsid_cb58379b249f4e7dab5e716bbeb11b29,2000,2000,3.158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0121,basic,fireflies,dsid_e3ae91c7f83f46e492209ffec2c7f2b8,2000,2000,3.636,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,186,1,186,1,186,1,186
qst_0122,basic,google_drive,dsid_89e9c8a4822b471a8e132d6c2b188b80,2000,2000,2.317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0123,basic,hubspot,dsid_b65f12db881f41dc9239fe044f4754dd,2000,2000,2.019,0,,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11
qst_0124,basic,hubspot,dsid_30a16502953a4088b59266c8990d52d6,2000,2000,2.038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0125,basic,github,dsid_302783937bc849ecb7ef7323233d1efe,2000,2000,3.154,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0126,basic,fireflies,dsid_912991a0a2ce4000a55b1f67bda8c3a3,2000,2000,2.161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0127,basic,github,dsid_dc9df99fcfd64f5f89791781b699610c,2000,2000,2.355,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0128,basic,confluence,dsid_319db001cae246bbbb16f441b64d9b82,2000,2000,2.413,0,,0,,0,,0,,0,,1,60,1,60,1,60,1,60,1,60,1,60,1,60,1,60,1,60,1,60,1,60,1,60
qst_0129,basic,jira,dsid_6952f7cb64304c04bdf72562e5154724,2000,2000,2.292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0130,basic,hubspot,dsid_7e3d8cd8246142a0b803eddffbeaed87,2000,2000,1.734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0131,basic,hubspot,dsid_e9dd560753924c1e8438cdf9c2afcf68,2000,2000,2.657,0,,0,,0,,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32
qst_0132,basic,jira,dsid_d8a18c9f03de414faeacfda3ad53e315,2000,2000,2.265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0133,basic,google_drive,dsid_ae7131f5d64f4f37af677f702dc60d2b,2000,2000,2.521,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0134,basic,google_drive,dsid_b9542668ae9b4163a932e4d16d26cd42,2000,2000,3.096,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0135,basic,jira,dsid_63a1c6c12e1e4d9cae67056673633192,2000,2000,3.291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0136,basic,jira,dsid_9619c1f3ff3c4626a2bd029e907e1f76,2000,2000,2.073,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0137,basic,hubspot,dsid_398e6e782364403a9fcfc73cac68ac5c,2000,2000,2.164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0138,basic,hubspot,dsid_db931dec10bf4b10829175533605aa0f,2000,2000,2.158,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,611,1,611
qst_0139,basic,hubspot,dsid_9f92a42dc8d24c93a0a696a0727063b9,2000,2000,2.41,0,,0,,0,,0,,0,,0,,0,,1,78,1,78,1,78,1,78,1,78,1,78,1,78,1,78,1,78,1,78
qst_0140,basic,github,dsid_aa532b5a3c634229b9a068654b945c6c,2000,2000,2.467,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0141,basic,google_drive,dsid_acc33ff059404020b0ff26e19ad2b107,2000,2000,2.988,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5
qst_0142,basic,confluence,dsid_06464e95b7cc44de8a9677f3260c336e,2000,2000,2.233,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,194,1,194,1,194,1,194
qst_0143,basic,slack,dsid_826b680a80e74a1a81273f1dbeb0d3d8,2000,2000,2.255,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0144,basic,slack,dsid_a227a7f316c4452eab4c05567edb9404,2000,2000,2.245,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,560,1,560
qst_0145,basic,gmail,dsid_182c34ee62c54118b48c1390e77cd3ba,2000,2000,2.405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0146,basic,github,dsid_7764c4d15ed141ecbeaaecf606098288,2000,2000,2.581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0147,basic,github,dsid_cc9fd576760d4a058a896155657eff06,2000,2000,2.369,0,,0,,0,,0,,1,44,1,44,1,44,1,44,1,44,1,44,1,44,1,44,1,44,1,44,1,44,1,44,1,44
qst_0148,basic,github,dsid_707ad933d7fd447197439ed606abfb26,2000,2000,2.261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0149,basic,slack,dsid_42c3e2d70229415d82cac2f9b795bf1d,2000,2000,2.309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0150,basic,confluence,dsid_5af1ed23fd2a4bb3984ec368d0e3b23e,2000,2000,2.25,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0151,basic,jira,dsid_259d17a11ddc4e28b559aa9fb1111270,2000,2000,2.392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0152,basic,slack,dsid_f608b4d739f240c0b56d4d4b151b8cd3,2000,2000,2.23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0153,basic,slack,dsid_9a3def814b274050b3d834a66deeb1b5,2000,2000,2.005,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,107,1,107,1,107,1,107,1,107,1,107,1,107
qst_0154,basic,slack,dsid_993a77869d244d36972f5efc39dbc59a,2000,2000,2.267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0155,basic,google_drive,dsid_cb89198715bc4be5b363a0d052f9407b,2000,2000,2.514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0156,basic,fireflies,dsid_9c63777c789c4f7db9e391024dd887ae,2000,2000,2.392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0157,basic,jira,dsid_ccaf626687b940f3a7309e09c1ed5c1b,2000,2000,2.044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0158,basic,linear,dsid_ef18282e01d7410a8dc142d4ad0b7bd2,2000,2000,2.272,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0159,basic,slack,dsid_3ab4d00190a1485da19d929f9f71bb5a,2000,2000,2.222,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4
qst_0160,basic,github,dsid_c84c8581594e47d49e82d024a6da915d,2000,2000,2.735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0161,basic,github,dsid_2fb08b7571444bdf894607549642498f,2000,2000,2.298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0162,basic,linear,dsid_a3fdfc45905f46f3988ad13f55ecce93,2000,2000,2.306,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0163,basic,linear,dsid_f26abd197dd24e2599bb353af3a00ff0,2000,2000,3.719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0164,basic,google_drive,dsid_5c05d2a74c484906852925d1cf1daa70,2000,2000,2.089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0165,basic,gmail,dsid_614b42d654ba42e1abaa5163da75bc13,2000,2000,2.312,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,136,1,136,1,136,1,136,1,136,1,136
qst_0166,basic,gmail,dsid_10d018b9cd334ababafa960517492a77,2000,2000,2.876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0167,basic,github,dsid_9d1624818a004c53b3b7020412275cc0,2000,2000,1.886,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,186,1,186,1,186,1,186
qst_0168,basic,github,dsid_9ad34d10c60a4c88931642a247aeb063,2000,2000,3.115,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8
qst_0169,basic,google_drive,dsid_acaf490041914b5bb3c275eaf13c3501,2000,2000,2.201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0170,basic,hubspot,dsid_f8529277bd964d6086d49ca2a30c9ac7,2000,2000,1.923,0,,0,,0,,0,,0,,0,,1,68,1,68,1,68,1,68,1,68,1,68,1,68,1,68,1,68,1,68,1,68
qst_0171,basic,jira,dsid_21486610d7314d84980518cb355b6a97,2000,2000,1.971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0172,basic,slack,dsid_d680e052f220485eb985434b56f20ba2,2000,2000,2.263,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0173,basic,slack,dsid_0767a662eacd463aaf0935750dba509e,2000,2000,2.208,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0174,basic,confluence,dsid_04b24bf957c047f4b7d8ceefdfde8290,2000,2000,3.174,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9
qst_0175,basic,linear,dsid_f02a338c2dd546b3b025b5d5d429ad4e,2000,2000,1.751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0176,semantic,slack,dsid_45e2a8ccc16c4c048894f98c6cd8833c,2000,2000,2.249,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0177,semantic,gmail,dsid_7d925287f5224f72b641acbd515beb2a,2000,2000,3.114,0,,0,,0,,0,,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48
qst_0178,semantic,github,dsid_22a7e9af2760474dbdf611c2c21cd231,2000,2000,2.543,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,280,1,280,1,280
qst_0179,semantic,jira,dsid_a0f25cffcb264f0ea6eba5e501de0e08,2000,2000,2.195,0,,0,,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30
qst_0180,semantic,github,dsid_730ed8ee5fc84e0b9be761003b9a60d3,2000,2000,2.266,0,,0,,1,27,1,27,1,27,1,27,1,27,1,27,1,27,1,27,1,27,1,27,1,27,1,27,1,27,1,27,1,27
qst_0181,semantic,jira,dsid_8f80516053a24beba08e603cb1831dd6,2000,2000,2.204,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7
qst_0182,semantic,linear,dsid_d9ca33382713461aa726403f8ff7dea0,2000,2000,3.171,0,,0,,0,,0,,0,,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52
qst_0183,semantic,confluence,dsid_693c023c88264795a7e98c7737e6459e,2000,2000,3.103,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,288,1,288,1,288
qst_0184,semantic,gmail,dsid_74cd6ebda84547e2a534f8f6d1b49739,2000,2000,3.221,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,449,1,449,1,449
qst_0185,semantic,slack,dsid_be67d91a95e24fe690cba692cb1762c6,2000,2000,3.118,0,,0,,0,,0,,0,,0,,0,,1,78,1,78,1,78,1,78,1,78,1,78,1,78,1,78,1,78,1,78
qst_0186,semantic,google_drive,dsid_0ae9b752fef446ec86e376e2dea49c28,2000,2000,3.241,0,,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20
qst_0187,semantic,linear,dsid_a27715e7309c494d812c75cf03bcf916,2000,2000,3.071,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,347,1,347,1,347
qst_0188,semantic,gmail,dsid_cf6a4a313c144536a3cfd09f6a9ee12a,2000,2000,2.036,0,,0,,0,,0,,0,,0,,0,,1,73,1,73,1,73,1,73,1,73,1,73,1,73,1,73,1,73,1,73
qst_0189,semantic,github,dsid_5d54f5f89bbc48a5b06b8dead39729b3,2000,2000,3.292,0,,0,,0,,0,,1,41,1,41,1,41,1,41,1,41,1,41,1,41,1,41,1,41,1,41,1,41,1,41,1,41
qst_0190,semantic,confluence,dsid_b02e6ce0d9814b35af846c309c25e551,2000,2000,2.303,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,634,1,634
qst_0191,semantic,jira,dsid_ef7f1d5cba204b728e1f4d7cddda7daa,2000,2000,3.326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0192,semantic,github,dsid_a193f9b7483248ad86c52e684d98a760,2000,2000,2.645,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5
qst_0193,semantic,gmail,dsid_942ffdd8280a4cb893aca73dcb376ee5,2000,2000,2.077,0,,0,,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26
qst_0194,semantic,jira,dsid_0c8ea3b2a7fd4392b1f480fe5f0c4725,2000,2000,3.301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0195,semantic,google_drive,dsid_de82a5f7140142f89781f2bf2d56cdca,2000,2000,3.391,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,887
qst_0196,semantic,google_drive,dsid_3413f1905a0740d88b66c196b54f4df5,2000,2000,2.459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0197,semantic,confluence,dsid_25b0de9bfa854d3c9acfa961555c9d45,2000,2000,3.016,0,,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20
qst_0198,semantic,jira,dsid_3ac2c680a56a44e39ddcfd257804de28,2000,2000,2.552,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8
qst_0199,semantic,google_drive,dsid_88f1c9800dd54a75bad05653b7f07a93,2000,2000,2.504,0,,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11
qst_0200,semantic,google_drive,dsid_eab7ef95052c4016aff7a3df422131f0,2000,2000,3.591,0,,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20
qst_0201,semantic,slack,dsid_96e315a4f8644c8bbafe05c2e0c0b775,2000,2000,2.293,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0202,semantic,hubspot,dsid_1faf80f5afa8490ea64c77c7cb2fdf8f,2000,2000,1.976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0203,semantic,jira,dsid_3d745c88c7e4426c9548350824f0d9b8,2000,2000,3.125,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7
qst_0204,semantic,hubspot,dsid_a45c07f3daaf47c18b7bc75d3cbf2112,2000,2000,1.916,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,167,1,167,1,167,1,167,1,167
qst_0205,semantic,slack,dsid_af49172aba97474aa215a460a817a2f7,2000,2000,3.325,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0206,semantic,gmail,dsid_4842bf4dbbd84d60830cf3e9704fb203,2000,2000,3.377,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,519,1,519
qst_0207,semantic,github,dsid_1653d1ed11a1403ca8e44bef03a610a9,2000,2000,2.291,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0208,semantic,hubspot,dsid_c336dcdf965d44b0bcf4c8e3930af440,2000,2000,2.324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0209,semantic,hubspot,dsid_51183030e764419caca09cfe647048e7,2000,2000,1.914,0,,0,,0,,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37
qst_0210,semantic,confluence,dsid_b4bd83b46612452e858bc02b380082e2,2000,2000,2.451,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,115,1,115,1,115,1,115,1,115,1,115,1,115
qst_0211,semantic,jira,dsid_23438eef0a4c47f1a8921f4a74353a2b,2000,2000,2.309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0212,semantic,google_drive,dsid_5085c9f4b4484f298dabd02c99d9ce03,2000,2000,3.303,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,339,1,339,1,339
qst_0213,semantic,hubspot,dsid_ad14c3cb06c4494093dfcfff5098d89d,2000,2000,2.164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0214,semantic,linear,dsid_303196c831af4d1bb38a1e2546228a09,2000,2000,2.888,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8
qst_0215,semantic,jira,dsid_a56c6ba5a2094d8b83c6c70d025d940e,2000,2000,2.018,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8
qst_0216,semantic,confluence,dsid_c175ab6b52fe4226baac85697c562c7d,2000,2000,3.172,0,,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17
qst_0217,semantic,jira,dsid_84a6d354dca5476b85a34c38d4edfa14,2000,2000,3.448,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0218,semantic,linear,dsid_462ab0251b704d878310f53e13d6f515,2000,2000,2.779,0,,0,,0,,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37
qst_0219,semantic,gmail,dsid_b395ebb516614698bcd038cdb7933d4b,2000,2000,2.584,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,205,1,205,1,205
qst_0220,semantic,slack,dsid_72b2bd3c2a094fdca6d5f3187a752c24,2000,2000,3.24,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0221,semantic,confluence,dsid_5323aeb9f89042c9a62505d409c4d94a,2000,2000,2.149,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0222,semantic,confluence,dsid_36d7605113204cdca94405cb30fc2c10,2000,2000,3.254,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4
qst_0223,semantic,jira,dsid_62ff534dc35a425896b265216f94f69a,2000,2000,2.533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0224,semantic,slack,dsid_96088536cbcc449eb676e94bf800486a,2000,2000,3.229,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0225,semantic,google_drive,dsid_d295b7207fec4a6fb656f3e2a565d4e6,2000,2000,2.946,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5
qst_0226,semantic,slack,dsid_09cfdc4bec864c209affc45969e80012,2000,2000,2.388,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0227,semantic,gmail,dsid_618649e367d24a1eb3bdcacc0a2d7da7,2000,2000,3.463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0228,semantic,jira,dsid_e20c31eb5466411ab6c7be17d08d02f5,2000,2000,2.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0229,semantic,slack,dsid_38963978d7944613855e7413fa3a3838,2000,2000,2.134,0,,0,,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28
qst_0230,semantic,github,dsid_7d7a89d91c3d4c1c854cc513e76316aa,2000,2000,2.207,0,,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15
qst_0231,semantic,gmail,dsid_5f46d65ae298435889c524bf559f4948,2000,2000,3.871,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,372,1,372,1,372
qst_0232,semantic,github,dsid_b253f5cc715f4d47bdd578edd6f2f19e,2000,2000,2.726,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,817
qst_0233,semantic,google_drive,dsid_426b86ef54164d9f8d7972acc3e2fefa,2000,2000,3.644,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0234,semantic,confluence,dsid_ad58457891774bd7ba480e0bcd13df3a,2000,2000,2.26,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,359,1,359,1,359
qst_0235,semantic,gmail,dsid_590dd1330a4046e28ac0a2f43b7910cc,2000,2000,2.265,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,102,1,102,1,102,1,102,1,102,1,102,1,102
qst_0236,semantic,confluence,dsid_189583d1a5ed4513a4d709a037098a24,2000,2000,3.379,0,,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13
qst_0237,semantic,gmail,dsid_972d8c39ddf54536bb62bae1c8bbe881,2000,2000,2.695,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5
qst_0238,semantic,google_drive,dsid_e528bed025b44f71bc37a54f5a9aefcd,2000,2000,2.967,0,,1,14,1,14,1,14,1,14,1,14,1,14,1,14,1,14,1,14,1,14,1,14,1,14,1,14,1,14,1,14,1,14
qst_0239,semantic,hubspot,dsid_ef492479c7dc4a3c9dd55d6771e5df54,2000,2000,2.277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0240,semantic,linear,dsid_5402831508734a51adf649603be4b075,2000,2000,3.609,0,,0,,0,,0,,0,,0,,1,70,1,70,1,70,1,70,1,70,1,70,1,70,1,70,1,70,1,70,1,70
